9205920737.34,0
9650641946.12,0
9621212523.75,0
11594338755.2,0
12149279753.4,0
15553417731.6,0
14000481074.4,0
21006431282.6,0
30968524525.5,0
74739550665.0,0
79082238422.1,0
1.81396161173e+12,0
8000422159.32,0
7373644523.75,0
7627378655.84,0
7773115728.72,0
8064924121.17,0
7926644818.53,0
7354565728.21,0
7810212341.25,0
9180970975.71,0
7315944383.35,0
8971595029.88,0
8638705455.42,0
8356211594.19,0
9065369544.44,0
9094814814.63,0
7441429440.71,0
7699966459.35,0
7947584817.06,0
8928491640.6,0
8009055830.36,0
10347413974.4,0
10379695651.3,0
11371548103.0,0
10269239016.1,0
10669832489.0,0
12785050348.9,0
12370785902.4,0
11050944678.7,0
11603598164.6,0
10417281424.8,0
9898732965.23,0
12728938616.0,0
12710325033.5,0
10672820121.4,0
12376417420.6,0
16534353284.0,0
17387152775.4,0
13180568781.2,0
15387945782.1,0
15020240278.0,0
15337745291.6,0
16466135242.6,0
15564247192.0,0
17328624170.7,0
16827992664.5,0
15821196155.5,0
16964513484.5,0
18432268287.0,0
21039113919.8,0
20197984898.8,0
18830994735.8,0
17956796320.6,0
18668287277.0,0
21390752788.6,0
17722295601.0,0
17941015889.5,0
30683207019.6,0
29567244992.4,0
29113555221.2,0
29446493200.9,0
28801115453.1,0
23726854371.8,0
28125399358.4,0
37860500825.9,0
34420107854.6,0
31621792800.7,0
39123755280.3,0
38640539458.4,0
41583539666.4,0
55089656957.5,0
44935580282.5,0
54776734567.6,0
42521575788.4,0
58270028655.7,0
60279537510.0,0
58644866764.0,0
81400742202.6,0
77258809674.5,0
136006323793.0,0
117241837288.0,0
163412483942.0,0
187560971215.0,0
430863481639.0,0
4.16531427889e+12,0
7931011904.19,0
8566151048.34,0
9172095876.16,0
8213992216.7,0
8200960101.26,0
8333545412.99,0
8240889484.23,0
8303736625.22,0
8361304889.72,0
8882825263.91,0
7947436037.06,0
8970722887.76,0
8616439864.09,0
9007955358.24,0
8150393129.6,0
9229916802.58,0
8903348322.81,0
7209581354.98,0
7253580711.06,0
8573104093.4,0
8116226569.41,0
8416704892.85,0
9582095951.31,0
7479388421.65,0
9231575758.59,0
7718896252.47,0
7672562982.84,0
9146117622.74,0
8073093139.46,0
7978488949.03,0
7866800559.23,0
7917094755.44,0
8125970386.57,0
9071858679.82,0
8713019247.17,0
7412853511.86,0
7810515290.61,0
8437960678.75,0
9247951656.85,0
9263643531.12,0
7684828496.81,0
8387534040.4,0
9253737506.79,0
8707659132.98,0
7797067902.64,0
9513666611.4,0
7390649372.64,0
7251569168.53,0
8772386778.78,0
7205220939.03,0
7439719195.48,0
9261631415.75,0
8378962812.34,0
9929785384.78,0
12088656943.2,0
10777877800.2,0
9829071207.11,0
10417798394.8,0
11676905993.0,0
11166224228.4,0
12538009662.7,0
11363344779.0,0
11889291749.6,0
10556201455.5,0
11198123486.6,0
9862227803.51,0
12320460123.4,0
12482557052.6,0
11976503100.5,0
12509696837.5,0
10163543753.7,0
12221615812.6,0
11018778464.9,0
12092357818.6,0
12865577192.2,0
12073464646.7,0
10693279692.7,0
12682661868.8,0
11671929898.5,0
12865091280.0,0
11948962626.5,0
10664217435.7,0
11361666714.8,0
12131707497.1,0
12604332688.7,0
11399946467.5,0
12022279225.5,0
11172507177.2,0
11439269920.1,0
9823834775.61,0
11547165011.2,0
9783582152.98,0
11832806421.3,0
11060881218.3,0
15717821706.6,0
13916326209.1,0
15820738999.5,0
15924078422.9,0
13296980377.9,0
15217091173.0,0
13013332254.2,0
17444079845.4,0
13505740123.0,0
16724602292.2,0
15774324161.8,0
13968525736.5,0
13575335560.1,0
15269004184.1,0
13815357489.7,0
14137175091.6,0
16022452159.4,0
15656727085.7,0
14711694364.9,0
14238970560.6,0
14750627129.4,0
16893482032.0,0
15133599188.6,0
17313172434.0,0
13742758602.6,0
13480749818.9,0
13930865808.4,0
15765724175.7,0
15830879710.9,0
13001696341.5,0
13614747749.4,0
18885476099.2,0
22596475252.2,0
18113458449.2,0
19704233701.1,0
19944580425.2,0
18303359109.7,0
19023877786.2,0
21723396421.0,0
20510511548.7,0
22031577270.0,0
21113588232.8,0
19572773130.6,0
18301026718.1,0
21085413470.0,0
20468598698.6,0
22909152981.2,0
17930430222.0,0
23169816111.3,0
18234982887.3,0
20701744514.7,0
20966226264.4,0
20625072585.9,0
20260892426.2,0
21861827334.4,0
25550059406.0,0
27811105860.7,0
26533011104.8,0
25109762959.9,0
28129723186.6,0
29234418915.8,0
24562480508.8,0
24624154997.2,0
24026211414.0,0
26233388067.8,0
25348756853.7,0
25113876472.1,0
26345834154.4,0
25948211797.3,0
23672504487.6,0
27253154903.7,0
25320998846.9,0
23708335593.8,0
34555943709.0,0
37242294446.3,0
42039072564.3,0
34868435640.3,0
39579474577.4,0
37400842419.9,0
37874608419.7,0
38273381297.3,0
32458954232.7,0
37422813622.8,0
37554275658.0,0
34805352995.4,0
32335949926.8,0
32754363641.7,0
51904419393.7,0
55878071349.7,0
48087399711.8,0
43272882128.9,0
46232571416.6,0
54586709531.6,0
47839439557.0,0
56184899850.0,0
43121770978.7,0
52953406042.8,0
48219318230.9,0
58021640289.5,0
60193046787.1,0
57144956151.6,0
73885849343.7,0
58103671548.1,0
65191697940.6,0
68752107466.0,0
73380191744.5,0
73294649204.4,0
94462944102.1,0
78750077351.6,0
78550176456.4,0
86808451937.0,0
85706857371.0,0
93407739698.3,0
121061891768.0,0
129917470116.0,0
132443939410.0,0
134816414799.0,0
129166815409.0,0
147002370025.0,0
162156297752.0,0
176810193642.0,0
150188855146.0,0
209302409471.0,0
185681492425.0,0
242557333695.0,0
274110595464.0,0
282372245635.0,0
406432788467.0,0
496652674392.0,0
593788073894.0,0
656022009944.0,0
864172013206.0,0
